Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
BS0003680,12/19/2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.566308,Daylight,Islington,None,-0.10918,1,2,Metropolitan Police,Dry,Single carriageway,30,17:12,Urban,Fine no high winds,Car
BS0003681,11/16/2021,Monday,Auto traffic signal,Crossroads,Slight,51.526822,Daylight,Islington,None,-0.108654,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,12:00,Urban,Other,Motorcycle over 125cc and up to 500cc
BS0003682,12/19/2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.560108,Daylight,Islington,None,-0.115063,1,2,Metropolitan Police,Dry,Single carriageway,30,12:00,Urban,Fine no high winds,Car
BS0003683,12/19/2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.543326,Daylight,Islington,None,-0.10047,1,2,Metropolitan Police,Dry,Single carriageway,30,19:36,Urban,Fine no high winds,Car
BS0003684,12/15/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.541669,Daylight,Islington,None,-0.098087,1,2,Metropolitan Police,Dry,Single carriageway,30,8:48,Urban,Fine no high winds,Car
BS0003685,12/16/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.556239,Daylight,Islington,None,-0.098201,1,1,Metropolitan Police,Dry,Single carriageway,30,15:50,Urban,Fine no high winds,Car
BS0003686,12/10/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.564519,Daylight,Islington,None,-0.132195,2,1,Metropolitan Police,Dry,Single carriageway,30,8:55,Urban,Fine no high winds,Motorcycle 125cc and under
BS0003687,12/17/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.536248,Darkness - lights lit,Islington,None,-0.102062,1,2,Metropolitan Police,Dry,Single carriageway,30,21:20,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0003688,12/24/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.569085,Daylight,Islington,None,-0.142253,1,1,Metropolitan Police,Dry,Single carriageway,30,14:50,Urban,Fine no high winds,Car
BS0003689,12/18/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.532718,Daylight,Islington,None,-0.106246,1,2,Metropolitan Police,Dry,Single carriageway,30,13:22,Urban,Fine no high winds,Car
BS0003690,12/24/2021,Thursday,Auto traffic signal,Crossroads,Slight,51.557661,Daylight,Islington,None,-0.119493,1,1,Metropolitan Police,Dry,Single carriageway,30,6:04,Urban,Fine no high winds,Car
BS0003691,12/9/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.541251,Darkness - lights lit,Islington,None,-0.094499,1,2,Metropolitan Police,Dry,Single carriageway,30,0:50,Urban,Fine no high winds,Car
BS0003692,12/11/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.531686,Daylight,Islington,None,-0.109173,1,2,Metropolitan Police,Dry,Single carriageway,30,19:20,Urban,Fine no high winds,Car
BS0003693,12/27/2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.558407,Daylight,Islington,None,-0.098832,1,1,Metropolitan Police,Dry,Single carriageway,30,17:16,Urban,Fine no high winds,Car
BS0003694,12/18/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.550307,Daylight,Islington,None,-0.109555,1,2,Metropolitan Police,Dry,Single carriageway,30,8:20,Urban,Fine no high winds,Car
BS0003695,11/11/2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.522119,Daylight,Islington,None,-0.106975,1,2,Metropolitan Police,Dry,Single carriageway,30,7:45,Urban,Fine no high winds,Car
BS0003696,12/31/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.549021,Daylight,Islington,None,-0.107877,1,2,Metropolitan Police,Dry,Single carriageway,30,13:40,Urban,Fine no high winds,Car
BS0003697,11/28/2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.545603,Daylight,Islington,None,-0.113355,1,1,Metropolitan Police,Dry,Single carriageway,30,12:50,Urban,Fine no high winds,Car
BS0003698,12/21/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.519604,Daylight,City of London,None,-0.101601,1,2,City of London,Dry,Single carriageway,30,11:35,Urban,Fine no high winds,Motorcycle 125cc and under
BS0003699,9/10/2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.548105,Daylight,Islington,None,-0.118012,1,1,Metropolitan Police,Dry,Single carriageway,30,15:44,Urban,Fine no high winds,Car
BS0003700,12/27/2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.533873,Daylight,Islington,None,-0.105333,1,1,Metropolitan Police,Dry,Single carriageway,30,13:46,Urban,Fine no high winds,Car
BS0003701,12/10/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.522147,Daylight,City of London,None,-0.097604,1,2,City of London,Dry,Single carriageway,30,13:00,Urban,Fine no high winds,Car
BS0003702,12/10/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.532721,Darkness - lights lit,Islington,None,-0.106391,1,2,Metropolitan Police,Dry,One way street,30,19:30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0003703,12/15/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,51.533503,Daylight,Islington,None,-0.121498,1,1,Metropolitan Police,Dry,Single carriageway,30,12:00,Urban,Fine no high winds,Car
BS0003704,1/2/2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.485224,Darkness - lights lit,Hammersmith and Fulham,None,-0.202558,1,1,Metropolitan Police,Dry,Single carriageway,30,21:45,Urban,Fine no high winds,Car
BS0003705,1/3/2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.500774,Darkness - lights lit,Hammersmith and Fulham,None,-0.22572,1,2,Metropolitan Police,Dry,Single carriageway,30,20:38,Urban,Fine no high winds,Car
BS0003706,1/5/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.476978,Darkness - lights lit,Hammersmith and Fulham,None,-0.216131,1,2,Metropolitan Police,Dry,Single carriageway,30,19:45,Urban,Fine no high winds,Car
BS0003707,1/6/2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.513804,Darkness - lights lit,Ealing,None,-0.248994,1,2,Metropolitan Police,Dry,Dual carriageway,30,20:12,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0003708,1/3/2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.48001,Darkness - lights lit,Hammersmith and Fulham,None,-0.190953,1,1,Metropolitan Police,Frost or ice,Single carriageway,30,3:45,Urban,Fine no high winds,Car
BS0003709,1/10/2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.490654,Daylight,Hammersmith and Fulham,None,-0.216605,1,1,Metropolitan Police,Wet or damp,Dual carriageway,40,11:57,Urban,Fine no high winds,Car
BS0003710,1/9/2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.506345,Daylight,Hammersmith and Fulham,None,-0.237319,1,1,Metropolitan Police,Dry,Single carriageway,30,9:10,Urban,Fine no high winds,Car
BS0003711,1/14/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.504004,Darkness - lights lit,Hammersmith and Fulham,None,-0.219254,1,2,Metropolitan Police,Dry,Single carriageway,30,18:10,Urban,Fine no high winds,Car
BS0003712,1/14/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.499034,Darkness - lights lit,Hammersmith and Fulham,None,-0.241492,2,3,Metropolitan Police,Wet or damp,Single carriageway,30,16:30,Urban,Fine no high winds,Car
BS0003713,1/11/2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.520699,Darkness - lights lit,Hammersmith and Fulham,None,-0.229125,1,1,Metropolitan Police,Dry,Single carriageway,30,22:30,Urban,Fine no high winds,Car
BS0003714,1/1/2021,Thursday,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.503254,Darkness - lights lit,Hammersmith and Fulham,None,-0.223174,1,1,Metropolitan Police,Dry,One way street,30,2:40,Urban,Fine no high winds,Motorcycle 50cc and under
BS0003715,1/7/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.471147,Daylight,Hammersmith and Fulham,None,-0.211175,1,1,Metropolitan Police,Dry,Single carriageway,30,9:00,Urban,Fine no high winds,Car
BS0003716,1/9/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.499282,Daylight,Hammersmith and Fulham,None,-0.222176,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,9:29,Urban,Fine no high winds,Car
BS0003717,1/13/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.503773,Daylight,Hammersmith and Fulham,None,-0.227765,1,2,Metropolitan Police,Dry,Single carriageway,30,12:30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0003718,1/4/2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.472737,Darkness - lights lit,Hammersmith and Fulham,None,-0.191673,1,1,Metropolitan Police,Dry,Single carriageway,30,20:31,Urban,Fine no high winds,Other vehicle
BS0003719,1/19/2021,Monday,Give way or uncontrolled,Private drive or entrance,Slight,51.503506,Daylight,Hammersmith and Fulham,None,-0.222011,1,2,Metropolitan Police,Dry,Single carriageway,30,9:13,Urban,Fine no high winds,Car
BS0003720,1/13/2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.474409,Daylight,Hammersmith and Fulham,None,-0.206871,1,1,Metropolitan Police,Dry,Single carriageway,30,15:50,Urban,Fine no high winds,Car
BS0003721,1/14/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.479242,Daylight,Hammersmith and Fulham,None,-0.199481,1,2,Metropolitan Police,Dry,Single carriageway,30,15:48,Urban,Fine no high winds,Car
BS0003722,1/10/2021,Saturday,Give way or uncontrolled,Slip road,Slight,51.491233,Darkness - lights lit,Hammersmith and Fulham,None,-0.219176,1,2,Metropolitan Police,Dry,Slip road,30,5:35,Urban,Fine no high winds,Car
BS0003723,1/9/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.503742,Darkness - lights lit,Hammersmith and Fulham,None,-0.243616,1,2,Metropolitan Police,Dry,Single carriageway,30,18:25,Urban,Fine no high winds,Minibus (8 - 16 passenger seats)
BS0003724,1/6/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.475249,Daylight,Hammersmith and Fulham,None,-0.214758,1,2,Metropolitan Police,Dry,Single carriageway,30,16:00,Urban,Fine no high winds,Car
BS0003725,1/13/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.498885,Daylight,Hammersmith and Fulham,None,-0.237607,1,2,Metropolitan Police,Dry,Single carriageway,30,11:45,Urban,Fine no high winds,Taxi/Private hire car
BS0003726,1/10/2021,Saturday,Give way or uncontrolled,Mini-roundabout,Serious,51.474224,Darkness - lights lit,Hammersmith and Fulham,None,-0.200686,1,2,Metropolitan Police,Wet or damp,Roundabout,30,20:55,Urban,Other,Car
BS0003727,1/12/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.501738,Daylight,Hammersmith and Fulham,None,-0.241964,1,1,Metropolitan Police,Dry,Single carriageway,30,16:20,Urban,Fine no high winds,Car
BS0003728,1/14/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.475902,Darkness - lights lit,Hammersmith and Fulham,None,-0.192844,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,18:55,Urban,Other,Car
BS0003729,1/14/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.47068,Darkness - lights lit,Hammersmith and Fulham,None,-0.210041,1,2,Metropolitan Police,Dry,Single carriageway,30,20:00,Urban,Fine no high winds,Car
BS0003730,1/9/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.50399,Daylight,Hammersmith and Fulham,None,-0.224298,1,2,Metropolitan Police,Dry,Single carriageway,30,8:40,Urban,Fine no high winds,Car
BS0003731,1/14/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.492812,Darkness - lights lit,Hammersmith and Fulham,None,-0.234384,1,1,Metropolitan Police,Dry,Single carriageway,30,21:35,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
BS0003732,1/14/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.512156,Daylight,Hammersmith and Fulham,None,-0.235077,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,9:50,Urban,Fine no high winds,Car
BS0003733,1/24/2021,Saturday,Give way or uncontrolled,Mini-roundabout,Slight,51.485314,Darkness - lights lit,Hammersmith and Fulham,None,-0.202554,1,2,Metropolitan Police,Dry,Roundabout,30,18:40,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0003734,1/24/2021,Saturday,Give way or uncontrolled,Mini-roundabout,Slight,51.473603,Daylight,Hammersmith and Fulham,None,-0.183719,1,2,Metropolitan Police,Dry,Roundabout,30,9:10,Urban,Fine no high winds,Car
BS0003735,1/4/2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.504444,Darkness - lights lit,Hammersmith and Fulham,None,-0.224568,1,1,Metropolitan Police,Frost or ice,Single carriageway,30,23:30,Urban,Fine no high winds,Car
BS0003736,1/23/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.506396,Darkness - lights lit,Hammersmith and Fulham,None,-0.234724,1,2,Metropolitan Police,Dry,Single carriageway,30,18:45,Urban,Fine no high winds,Car
BS0003737,1/23/2021,Friday,Auto traffic signal,Crossroads,Slight,51.490775,Darkness - lights lit,Hammersmith and Fulham,None,-0.206805,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,2:44,Urban,Raining no high winds,Car
BS0003738,1/5/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.493122,Daylight,Hammersmith and Fulham,None,-0.219246,1,1,Metropolitan Police,Dry,Single carriageway,30,13:15,Urban,Fine no high winds,Car
BS0003739,1/22/2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.501899,Darkness - lights lit,Hammersmith and Fulham,None,-0.228702,1,1,Metropolitan Police,Dry,Dual carriageway,30,20:46,Urban,Fine no high winds,Car
BS0003740,1/25/2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.5039,Darkness - lights lit,Hammersmith and Fulham,None,-0.224301,1,1,Metropolitan Police,Dry,Single carriageway,30,18:50,Urban,Fine no high winds,Car
BS0003741,2/3/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.482856,Daylight,Hammersmith and Fulham,None,-0.200635,1,1,Metropolitan Police,Snow,Single carriageway,30,9:50,Urban,Snowing no high winds,Car
BS0003742,1/31/2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.515363,Daylight,Hammersmith and Fulham,None,-0.221117,1,2,Metropolitan Police,Dry,Dual carriageway,30,15:14,Urban,Fine no high winds,Car
BS0003743,2/1/2021,Sunday,Give way or uncontrolled,Private drive or entrance,Slight,51.478096,Darkness - lights lit,Hammersmith and Fulham,None,-0.189301,1,2,Metropolitan Police,Dry,Single carriageway,30,18:25,Urban,Fine + high winds,Car
BS0003744,1/24/2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.470422,Daylight,Hammersmith and Fulham,None,-0.210771,1,2,Metropolitan Police,Dry,Single carriageway,30,13:00,Urban,Fine no high winds,Car
BS0003745,2/6/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.482322,Daylight,Hammersmith and Fulham,None,-0.218659,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,13:00,Urban,Fine no high winds,Car
BS0003746,2/6/2021,Friday,Give way or uncontrolled,T or staggered junction,Serious,51.501394,Darkness - lights lit,Hammersmith and Fulham,Other object on road,-0.231027,1,1,Metropolitan Police,Wet or damp,Dual carriageway,30,18:18,Urban,Other,Car
BS0003747,2/9/2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.484768,Daylight,Hammersmith and Fulham,None,-0.202144,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,11:41,Urban,Raining no high winds,Car
BS0003748,1/31/2021,Saturday,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.492934,Darkness - lights lit,Hammersmith and Fulham,None,-0.224584,1,2,Metropolitan Police,Dry,One way street,30,20:40,Urban,Fine no high winds,Car
BS0003749,2/5/2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.492991,Darkness - lights lit,Hammersmith and Fulham,None,-0.22242,1,2,Metropolitan Police,Frost or ice,Single carriageway,30,20:30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0003750,1/27/2021,Tuesday,Give way or uncontrolled,Private drive or entrance,Slight,51.466329,Darkness - lights lit,Hammersmith and Fulham,None,-0.190199,1,2,Metropolitan Police,Dry,Single carriageway,30,19:35,Urban,Fine no high winds,Car
BS0003751,1/30/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.503425,Daylight,Hammersmith and Fulham,None,-0.222591,2,1,Metropolitan Police,Dry,Single carriageway,30,14:20,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
BS0003752,1/14/2021,Wednesday,Give way or uncontrolled,Mini-roundabout,Slight,51.473691,Darkness - lights lit,Hammersmith and Fulham,None,-0.183572,1,2,Metropolitan Police,Frost or ice,Single carriageway,30,18:14,Urban,Other,Car
BS0003753,2/10/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.473333,Darkness - lights lit,Hammersmith and Fulham,None,-0.18373,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,20:35,Urban,Raining no high winds,Car
BS0003754,2/13/2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.506409,Darkness - lights lit,Hammersmith and Fulham,None,-0.235588,3,3,Metropolitan Police,Dry,Single carriageway,30,20:20,Urban,Fine no high winds,Car
